ENSEMBL,SYMBOL,ENTREZID,biotype,geneloc,fc,P.Value,adj.P.Val,t
ENSG00000160229,ZNF66,NA,protein_coding,chr19:20959110-20991922,-1.467087588,2.31E-07,5.46E-07,-5.281042307
ENSG00000169220,RGS14,10636,protein_coding,chr5:176784838-176799602,1.303160407,1.47E-07,3.53E-07,5.369722288
ENSG00000168264,IRF2BP2,359948,protein_coding,chr1:234740015-234745271,1.133853893,6.59E-08,1.63E-07,5.525382582
ENSG00000273211,RP13-131K19.7,NA,lincRNA,chr3:49022918-49023396,1.367838855,2.29E-07,5.42E-07,5.282584419
ENSG00000168389,MFSD2A,84879,protein_coding,chr1:40420802-40435638,-1.530041728,2.01E-07,4.77E-07,-5.308770001
ENSG00000271795,CTC-251D13.1,NA,antisense,chr5:150889014-150892330,-1.380563076,2.27E-07,5.37E-07,-5.284513326
ENSG00000271631,RP11-408O19.5,NA,antisense,chr9:115647438-115648047,1.574738303,2.56E-07,6.04E-07,5.260524763
ENSG00000106278,PTPRZ1,5803,protein_coding,chr7:121513143-121702090,1.476398009,1.61E-07,3.86E-07,5.35176731
ENSG00000155621,C9orf85,138241,protein_coding,chr9:74526426-74600970,1.104310962,1.03E-07,2.50E-07,5.439660191
ENSG00000120509,PDZD11,51248,protein_coding,chrX:69506445-69510364,1.085209944,7.30E-08,1.80E-07,5.505687881
ENSG00000104290,FZD3,7976,protein_coding,chr8:28351729-28431775,-1.153316195,1.07E-07,2.59E-07,-5.432681671
ENSG00000107807,TLX1,3195,protein_coding,chr10:102889257-102897545,-1.955186133,2.61E-07,6.14E-07,-5.256911516
ENSG00000226251,RP11-15I11.3,101929541,lincRNA,chr1:212398620-212412319,-1.459932751,1.91E-07,4.55E-07,-5.318485101
ENSG00000133808,MICALCL,84953,protein_coding,chr11:12297627-12380691,-1.624586416,2.46E-07,5.82E-07,-5.268075723
ENSG00000105928,DFNA5,1687,protein_coding,chr7:24737972-24809244,1.188795597,9.92E-08,2.42E-07,5.446570424
ENSG00000270640,RP11-373D23.2,NA,sense_intronic,chr2:28619682-28619977,-1.972368272,2.63E-07,6.19E-07,-5.255169102
ENSG00000273472,RP11-102N12.3,NA,lincRNA,chr4:141677682-141679075,1.483277044,2.44E-07,5.76E-07,5.270086897
ENSG00000272604,RP11-251G23.5,NA,antisense,chr7:105211530-105214107,-1.217831789,1.77E-07,4.22E-07,-5.333761813
ENSG00000165548,TMEM63C,57156,protein_coding,chr14:77582911-77725838,-1.983956701,2.17E-07,5.15E-07,-5.292999363
ENSG00000213859,KCTD11,147040,protein_coding,chr17:7255208-7258258,1.124828797,1.06E-07,2.57E-07,5.433950859
ENSG00000263320,RP11-498D10.6,NA,antisense,chr16:71963914-71965102,1.225348414,1.82E-07,4.35E-07,5.327580047
ENSG00000116667,C1orf21,81563,protein_coding,chr1:184356192-184598154,-1.128368652,6.92E-08,1.71E-07,-5.516018996
ENSG00000005483,KMT2E,55904,protein_coding,chr7:104654626-104754808,-1.104564442,7.43E-08,1.83E-07,-5.502426937
ENSG00000115365,LANCL1,10314,protein_coding,chr2:211295973-211342376,-1.080722075,7.10E-08,1.75E-07,-5.511206664
ENSG00000166987,MBD6,114785,protein_coding,chr12:57914493-57923931,1.107726576,7.84E-08,1.92E-07,5.4919194
ENSG00000100629,CEP128,145508,protein_coding,chr14:80943330-81425861,-1.169981996,1.58E-07,3.79E-07,-5.355370233
ENSG00000144867,SRPRB,58477,protein_coding,chr3:133502877-133544616,-1.104546386,7.78E-08,1.91E-07,-5.493415316
ENSG00000172748,ZNF596,169270,protein_coding,chr8:182137-197342,1.185900967,1.29E-07,3.12E-07,5.395328117
ENSG00000171649,ZIK1,284307,protein_coding,chr19:58089824-58105145,-1.127316534,1.10E-07,2.66E-07,-5.427336223
ENSG00000186834,HEXIM1,10614,protein_coding,chr17:43224684-43229468,-1.147962903,8.26E-08,2.02E-07,-5.482061697
ENSG00000167191,GPRC5B,51704,protein_coding,chr16:19868616-19897489,-1.123366634,7.24E-08,1.78E-07,-5.507439501
ENSG00000108175,ZMIZ1,57178,protein_coding,chr10:80828792-81076276,-1.109365882,7.32E-08,1.80E-07,-5.505337544
ENSG00000134884,ARGLU1,55082,protein_coding,chr13:107194021-107220512,1.082773344,7.29E-08,1.79E-07,5.506132979
ENSG00000196924,FLNA,2316,protein_coding,chrX:153576892-153603006,1.150575926,7.21E-08,1.77E-07,5.508245165
ENSG00000131584,ACAP3,116983,protein_coding,chr1:1227756-1244989,1.116771819,8.13E-08,1.99E-07,5.485063421
ENSG00000130956,HABP4,22927,protein_coding,chr9:99212483-99253618,1.092626275,7.61E-08,1.87E-07,5.497839785
ENSG00000120798,NR2C1,7181,protein_coding,chr12:95414005-95467479,-1.09123826,7.79E-08,1.91E-07,-5.493251038
ENSG00000166188,ZNF319,57567,protein_coding,chr16:58028572-58034357,1.111222197,1.17E-07,2.84E-07,5.414026459
ENSG00000126012,KDM5C,8242,protein_coding,chrX:53220503-53254604,-1.082117758,7.69E-08,1.89E-07,-5.495663268
ENSG00000203999,RP11-290F20.1,284751,lincRNA,chr20:48909257-48931459,1.38699786,1.93E-07,4.58E-07,5.317003779
ENSG00000129315,CCNT1,904,protein_coding,chr12:49082247-49110681,-1.075694667,8.32E-08,2.04E-07,-5.480641913
ENSG00000156990,RPUSD3,285367,protein_coding,chr3:9879533-9886286,-1.096570656,8.71E-08,2.13E-07,-5.471758143
ENSG00000111445,RFC5,5985,protein_coding,chr12:118451393-118470935,-1.119775357,1.24E-07,2.99E-07,-5.403458332
ENSG00000169087,HSPBAP1,79663,protein_coding,chr3:122458846-122512671,-1.105266586,1.08E-07,2.61E-07,-5.430945472
ENSG00000186814,ZSCAN30,100101467,protein_coding,chr18:32831032-32870196,1.108789316,8.50E-08,2.08E-07,5.476471909
ENSG00000102265,TIMP1,7076,protein_coding,chrX:47441712-47446188,-1.225527874,7.78E-08,1.91E-07,-5.493524133
ENSG00000154654,NCAM2,4685,protein_coding,chr21:22370633-22915650,-1.257428856,1.39E-07,3.35E-07,-5.38044714
ENSG00000115380,EFEMP1,2202,protein_coding,chr2:56093102-56151274,1.285636745,7.84E-08,1.92E-07,5.491970843
ENSG00000142453,CARM1,10498,protein_coding,chr19:10982189-11033453,-1.096473914,9.05E-08,2.21E-07,-5.464395742
ENSG00000244437,IGKV3-15,NA,IG_V_gene,chr2:89384673-89385283,2.615107686,2.73E-07,6.42E-07,5.247658224
ENSG00000238290,RP11-431K24.1,NA,lincRNA,chr1:8086798-8182762,1.662868632,3.11E-07,7.27E-07,5.221919906
ENSG00000107758,PPP3CB,5532,protein_coding,chr10:75196186-75255782,-1.073027737,7.79E-08,1.91E-07,-5.493260854
ENSG00000272049,RP11-480D4.6,NA,lincRNA,chr5:8445062-8445648,1.681302831,2.92E-07,6.85E-07,5.234281874
ENSG00000230124,RP5-1180C10.2,84320,antisense,chr1:180238788-180245359,1.169184,1.46E-07,3.50E-07,5.371810747
ENSG00000162623,TYW3,127253,protein_coding,chr1:75198836-75232362,-1.10407427,8.33E-08,2.04E-07,-5.480318444
ENSG00000201699,RNU1-59P,106480167,snRNA,chr1:144534038-144534199,-2.123680848,2.96E-07,6.93E-07,-5.231894144
ENSG00000237758,BANF1P3,NA,pseudogene,chr2:231589858-231590118,1.256526646,2.27E-07,5.38E-07,5.284223046
ENSG00000270001,RP11-218C14.8,NA,lincRNA,chr20:23612463-23612953,-1.565577304,3.02E-07,7.06E-07,-5.227865759
ENSG00000272872,LL22NC03-N14H11.1,NA,sense_intronic,chr22:16154073-16154766,1.791975541,3.02E-07,7.08E-07,5.227254831
ENSG00000150756,FAM173B,134145,protein_coding,chr5:10226442-10250009,1.140754546,1.07E-07,2.61E-07,5.431254393
ENSG00000198824,CHAMP1,283489,protein_coding,chr13:115079988-115092796,-1.107510477,1.09E-07,2.64E-07,-5.428661828
ENSG00000261420,RP1-168L15.5,NA,antisense,chr6:166796677-166798312,1.537700342,3.00E-07,7.03E-07,5.228841436
ENSG00000136518,ACTL6A,86,protein_coding,chr3:179280668-179306196,-1.082989068,9.40E-08,2.29E-07,-5.457116177
ENSG00000148948,LRRC4C,57689,protein_coding,chr11:40135753-41481323,1.353651012,2.40E-07,5.68E-07,5.27309196
ENSG00000214432,AC068831.10,101926911,antisense,chr15:91565849-91579841,1.581618977,3.13E-07,7.32E-07,5.220381459
ENSG00000164885,CDK5,1020,protein_coding,chr7:150750899-150755617,1.139723031,1.32E-07,3.18E-07,5.390943829
ENSG00000180229,HERC2P3,283755,pseudogene,chr15:20587869-20711433,-1.856683626,1.44E-07,3.45E-07,-5.374536868
ENSG00000143951,WDPCP,51057,protein_coding,chr2:63348518-64054977,1.134031419,1.10E-07,2.66E-07,5.426727539
ENSG00000156162,DPY19L4,286148,protein_coding,chr8:95731931-95806064,-1.130306334,8.71E-08,2.13E-07,-5.471861512
ENSG00000132326,PER2,8864,protein_coding,chr2:239152679-239198743,1.427271113,1.21E-07,2.93E-07,5.407662093
ENSG00000185567,AHNAK2,113146,protein_coding,chr14:105403581-105444694,-1.373816821,1.27E-07,3.07E-07,-5.398014689
ENSG00000140961,OSGIN1,29948,protein_coding,chr16:83981887-83999937,-1.347427405,1.51E-07,3.62E-07,-5.364851179
ENSG00000266236,NARF-IT1,NA,sense_intronic,chr17:80439974-80441264,-1.425138226,2.91E-07,6.83E-07,-5.235141336
ENSG00000250282,RP5-875H18.4,NA,antisense,chr17:48178068-48179284,-1.647627434,3.25E-07,7.58E-07,-5.213084363
ENSG00000238260,RP11-46F15.2,NA,antisense,chr1:3539754-3541307,1.531044465,3.04E-07,7.11E-07,5.22637196
ENSG00000038274,MAT2B,27430,protein_coding,chr5:162930120-162946342,-1.090010414,8.53E-08,2.09E-07,-5.47568298
ENSG00000145715,RASA1,5921,protein_coding,chr5:86563705-86687748,-1.07569002,9.28E-08,2.26E-07,-5.459465566
ENSG00000198538,ZNF28,7576,protein_coding,chr19:53300662-53360853,-1.128015362,1.29E-07,3.10E-07,-5.39623124
ENSG00000182903,ZNF721,170960,protein_coding,chr4:419604-492945,-1.117631134,1.08E-07,2.63E-07,-5.429541621
ENSG00000213290,PGK1P2,NA,pseudogene,chr19:12670385-12671919,1.450733086,2.92E-07,6.86E-07,5.234033648
ENSG00000225135,RP11-361F15.2,NA,lincRNA,chr6:147708800-147711601,-1.160508032,1.37E-07,3.30E-07,-5.383859499
ENSG00000225241,RP11-640M9.2,NA,pseudogene,chr1:144593363-144621656,-1.169217865,1.49E-07,3.57E-07,-5.367448022
ENSG00000156970,BUB1B,701,protein_coding,chr15:40453224-40513337,-1.512850343,2.74E-07,6.44E-07,-5.247160295
ENSG00000139428,MMAB,326625,protein_coding,chr12:109991542-110011679,1.102249711,9.51E-08,2.32E-07,5.45486478
ENSG00000173258,ZNF483,158399,protein_coding,chr9:114287439-114340124,1.378741127,2.29E-07,5.42E-07,5.282773802
ENSG00000165152,TMEM246,84302,protein_coding,chr9:104235453-104295819,1.101921617,8.88E-08,2.17E-07,5.468116936
ENSG00000113073,SLC4A9,83697,protein_coding,chr5:139739787-139754728,1.627809462,3.39E-07,7.90E-07,5.204595269
ENSG00000172139,SLC9C1,285335,protein_coding,chr3:111859734-112013105,1.476855615,2.23E-07,5.29E-07,5.287532078
ENSG00000174871,CNIH2,254263,protein_coding,chr11:66045661-66052772,1.574450446,3.42E-07,7.97E-07,5.20271781
ENSG00000260285,RP11-600F24.7,NA,antisense,chr14:103991347-103995409,1.26970014,2.33E-07,5.52E-07,5.278820066
ENSG00000105677,TMEM147,10430,protein_coding,chr19:36036497-36038428,-1.092491347,9.23E-08,2.25E-07,-5.460489628
ENSG00000267161,AC005943.5,NA,lincRNA,chr19:1573595-1575474,-1.246273697,2.24E-07,5.30E-07,-5.287414558
ENSG00000131759,RARA,5914,protein_coding,chr17:38465444-38513094,1.136863228,1.29E-07,3.12E-07,5.395224037
ENSG00000175505,CLCF1,23529,protein_coding,chr11:67131639-67141648,-1.314849701,2.16E-07,5.13E-07,-5.293893719
ENSG00000070214,SLC44A1,23446,protein_coding,chr9:108006903-108201452,-1.120500722,9.26E-08,2.26E-07,-5.460026742
ENSG00000135842,FAM129A,116496,protein_coding,chr1:184759858-184943682,1.166397193,8.88E-08,2.17E-07,5.468039402
ENSG00000185245,GP1BA,2811,protein_coding,chr17:4835592-4838325,1.826084326,3.60E-07,8.37E-07,5.192604514
ENSG00000214253,FIS1,51024,protein_coding,chr7:100882739-100895597,1.08376497,8.96E-08,2.19E-07,5.46619538
ENSG00000198814,GK,2710,protein_coding,chrX:30671476-30748725,-1.148474084,1.19E-07,2.88E-07,-5.4114446
ENSG00000225200,AB019441.29,NA,pseudogene,chr14:106444607-106445233,1.167100447,1.72E-07,4.12E-07,5.338653536
ENSG00000234694,RP1-92O14.3,NA,antisense,chr1:43820355-43824329,1.493231778,3.38E-07,7.88E-07,5.204998877
ENSG00000263072,RP11-473M20.14,NA,antisense,chr16:3166043-3184883,1.147239354,1.67E-07,4.00E-07,5.344534428
ENSG00000163235,TGFA,7039,protein_coding,chr2:70674412-70781325,-1.588795939,2.35E-07,5.55E-07,-5.277738767
ENSG00000146094,DOK3,79930,protein_coding,chr5:176928908-176938275,-1.232409934,1.94E-07,4.61E-07,-5.315748868
ENSG00000243116,RP11-564C24.1,NA,pseudogene,chr3:159439313-159440190,1.737793199,3.69E-07,8.57E-07,5.187330805
ENSG00000226696,LENG8-AS1,104355426,antisense,chr19:54955991-54960223,1.203901312,2.24E-07,5.30E-07,5.28732739
ENSG00000139625,MAP3K12,7786,protein_coding,chr12:53874274-53893847,1.116919848,1.24E-07,3.00E-07,5.402712474
ENSG00000174371,EXO1,9156,protein_coding,chr1:242011269-242058450,-1.732732576,3.47E-07,8.08E-07,-5.199797309
ENSG00000243836,WDR86-AS1,100131176,processed_transcript,chr7:151106247-151110440,-1.987493522,3.54E-07,8.24E-07,-5.195804451
ENSG00000204264,PSMB8,5696,protein_coding,chr6:32808494-32812480,1.128050663,1.10E-07,2.67E-07,5.426527247
ENSG00000132024,CC2D1A,54862,protein_coding,chr19:14017014-14041692,1.098077009,1.21E-07,2.93E-07,5.407391703
ENSG00000138459,SLC35A5,55032,protein_coding,chr3:112280556-112304424,-1.092368008,1.11E-07,2.70E-07,-5.423953033
ENSG00000272156,RP11-477N3.1,NA,lincRNA,chr2:54309691-54312203,1.337159554,2.92E-07,6.86E-07,5.234198693
ENSG00000135643,KCNMB4,27345,protein_coding,chr12:70760056-70828072,1.20556008,1.48E-07,3.55E-07,5.368874038
ENSG00000175470,PPP2R2D,55844,protein_coding,chr10:133747955-133773331,-1.084379455,1.01E-07,2.46E-07,-5.442696668
ENSG00000145506,NKD2,85409,protein_coding,chr5:1008944-1039058,1.510874565,2.65E-07,6.24E-07,5.253792991
ENSG00000100908,EMC9,51016,protein_coding,chr14:24608174-24610797,1.114874002,1.45E-07,3.49E-07,5.372301956
ENSG00000115963,RND3,390,protein_coding,chr2:151324709-151395525,1.170672117,1.01E-07,2.45E-07,5.443452778
ENSG00000211679,IGLC3,NA,IG_C_gene,chr22:23248512-23248973,2.4836778,2.13E-07,5.06E-07,5.297001635
ENSG00000164758,MED30,90390,protein_coding,chr8:118532952-118552501,1.138136031,1.59E-07,3.81E-07,5.354140964
ENSG00000225921,NOL7,51406,protein_coding,chr6:13615559-13632971,-1.069005862,1.02E-07,2.49E-07,-5.440501573
ENSG00000233547,RP11-57H14.2,NA,antisense,chr10:114710405-114711634,1.472065607,3.41E-07,7.95E-07,5.203074643
ENSG00000090554,FLT3LG,2323,protein_coding,chr19:49977464-49989488,1.513282657,3.62E-07,8.42E-07,5.191046438
ENSG00000117868,ESYT2,57488,protein_coding,chr7:158523686-158622944,-1.12320005,9.63E-08,2.35E-07,-5.452273097
ENSG00000175768,TOMM5,401505,protein_coding,chr9:37582643-37592639,-1.205261286,2.52E-07,5.95E-07,-5.263358159
ENSG00000113263,ITK,3702,protein_coding,chr5:156569944-156682201,1.494383011,2.59E-07,6.11E-07,5.258021196
ENSG00000171115,GIMAP8,155038,protein_coding,chr7:150147718-150176480,-1.207904574,1.03E-07,2.50E-07,-5.439530914
ENSG00000089199,CHGB,1114,protein_coding,chr20:5892076-5906007,-1.627376302,1.59E-07,3.80E-07,-5.354611966
ENSG00000167968,DNASE1L2,1775,protein_coding,chr16:2285817-2288712,1.498472976,3.75E-07,8.71E-07,5.184084101
ENSG00000095066,HOOK2,29911,protein_coding,chr19:12873817-12983554,1.158104369,1.02E-07,2.48E-07,5.441349112
ENSG00000150459,SAP18,10284,protein_coding,chr13:21714653-21723221,1.064898791,9.76E-08,2.38E-07,5.449742703
ENSG00000075643,MOCOS,55034,protein_coding,chr18:33767482-33852120,-1.342212282,2.90E-07,6.82E-07,-5.235363493
ENSG00000205930,C21orf49,NA,protein_coding,chr21:34144411-34266043,1.26038216,2.91E-07,6.84E-07,5.234642729
ENSG00000272950,RP11-307C18.1,NA,antisense,chr7:97952165-97952742,-1.711998912,3.93E-07,9.11E-07,-5.174845362
ENSG00000231784,DBIL5P,100131454,pseudogene,chr17:655900-658576,1.632227952,3.66E-07,8.50E-07,5.189163435
ENSG00000178209,PLEC,5339,protein_coding,chr8:144989321-145050902,1.142770729,1.01E-07,2.45E-07,5.443667853
ENSG00000160007,ARHGAP35,2909,protein_coding,chr19:47421933-47508334,-1.098494115,1.01E-07,2.45E-07,-5.443330872
ENSG00000077092,RARB,5915,protein_coding,chr3:25215823-25639423,-1.135661708,1.22E-07,2.94E-07,-5.407095063
ENSG00000246982,RP1-179N16.6,NA,antisense,chr6:36114475-36164982,1.445327763,3.18E-07,7.42E-07,5.217429533
ENSG00000134905,CARS2,79587,protein_coding,chr13:111293759-111365950,1.103043203,1.09E-07,2.63E-07,5.429090597
ENSG00000104419,NDRG1,10397,protein_coding,chr8:134249414-134314265,1.15540834,1.01E-07,2.45E-07,5.44359388
ENSG00000155719,OTOA,146183,protein_coding,chr16:21689835-21772050,1.704912656,3.99E-07,9.25E-07,5.171622947
ENSG00000132854,KANK4,163782,protein_coding,chr1:62702651-62785085,1.833098132,3.60E-07,8.38E-07,5.192209662
ENSG00000232362,ATP5LP2,NA,pseudogene,chr6:123180823-123181133,1.306182037,3.40E-07,7.92E-07,5.204082557
ENSG00000089123,TASP1,55617,protein_coding,chr20:13246709-13619587,-1.127692071,1.63E-07,3.88E-07,-5.35029617
ENSG00000238228,OR7E7P,NA,pseudogene,chr7:97576299-97577310,-1.438771944,3.63E-07,8.43E-07,-5.190842302
ENSG00000111783,RFX4,5992,protein_coding,chr12:106976685-107156581,1.696501312,4.19E-07,9.69E-07,5.161743214
ENSG00000189114,BLOC1S3,388552,protein_coding,chr19:45682003-45685059,1.137796504,1.91E-07,4.56E-07,5.318079848
ENSG00000185670,ZBTB3,79842,protein_coding,chr11:62515791-62521660,1.138491104,1.96E-07,4.67E-07,5.313120182
ENSG00000156574,NODAL,4838,protein_coding,chr10:72192071-72207707,1.763232719,4.21E-07,9.73E-07,5.160737413
ENSG00000075151,EIF4G3,8672,protein_coding,chr1:21132963-21503377,-1.097091804,1.09E-07,2.64E-07,-5.428835217
ENSG00000260572,RP11-16N11.2,NA,antisense,chr3:160471216-160472930,1.238186291,2.77E-07,6.52E-07,5.244634144
ENSG00000182240,BACE2,25825,protein_coding,chr21:42539728-42654445,1.124883442,1.25E-07,3.02E-07,5.401328216
ENSG00000117153,KLHL12,59349,protein_coding,chr1:202860228-202897764,1.075507591,1.12E-07,2.71E-07,5.423283529
ENSG00000166439,RNF169,254225,protein_coding,chr11:74459913-74553458,-1.086144375,1.29E-07,3.12E-07,-5.395036833
ENSG00000232385,RPS3AP25,NA,pseudogene,chr7:94324339-94325131,1.246718507,2.92E-07,6.85E-07,5.234403611
ENSG00000185973,TMLHE,55217,protein_coding,chrX:154719776-154899605,-1.159815718,1.27E-07,3.05E-07,-5.399334318
ENSG00000143199,ADCY10,55811,protein_coding,chr1:167778625-167883453,1.395559608,3.61E-07,8.40E-07,5.191787543
ENSG00000182628,SKA2,348235,protein_coding,chr17:57187312-57232630,1.089549792,1.14E-07,2.76E-07,5.419530154
ENSG00000114805,PLCH1,23007,protein_coding,chr3:155093369-155462856,1.539087851,2.95E-07,6.92E-07,5.232008847
ENSG00000176473,WDR25,79446,protein_coding,chr14:100842755-100996640,1.128047452,1.90E-07,4.53E-07,5.319356296
ENSG00000203356,RP11-296A18.3,NA,lincRNA,chr1:51660767-51700768,1.576137428,4.23E-07,9.78E-07,5.159709305
ENSG00000113269,RNF130,55819,protein_coding,chr5:179338651-179499118,-1.071626886,1.09E-07,2.64E-07,-5.428593601
ENSG00000076053,RBM7,10179,protein_coding,chr11:114270752-114284925,-1.103965706,1.26E-07,3.05E-07,-5.399599592
ENSG00000127481,UBR4,23352,protein_coding,chr1:19401000-19536770,-1.130506059,1.08E-07,2.62E-07,-5.430212431
ENSG00000251615,RP11-774O3.3,NA,lincRNA,chr4:8356817-8360065,1.19807461,1.48E-07,3.55E-07,5.368430005
ENSG00000205871,RPS3AP47,NA,pseudogene,chr15:43407897-43408691,1.155170331,2.09E-07,4.97E-07,5.300668969
ENSG00000143376,SNX27,81609,protein_coding,chr1:151584541-151671567,-1.092611535,1.20E-07,2.90E-07,-5.409659483
ENSG00000102385,DRP2,1821,protein_coding,chrX:100474758-100519486,1.724362086,3.81E-07,8.84E-07,5.181107461
ENSG00000204991,SPIRE2,84501,protein_coding,chr16:89884587-89937727,1.335647038,3.08E-07,7.22E-07,5.223337364
ENSG00000196565,HBG2,3048,protein_coding,chr11:5274420-5667019,2.301691732,4.36E-07,1.01E-06,5.153554199
ENSG00000181588,MEX3D,399664,protein_coding,chr19:1554668-1568057,1.187666811,2.40E-07,5.67E-07,5.273415231
ENSG00000258399,MEG8,79104,lincRNA,chr14:101361107-101402336,1.524913204,3.82E-07,8.88E-07,5.180159862
ENSG00000273107,RP11-165A20.3,NA,lincRNA,chr10:25242170-25242442,1.621538361,4.34E-07,1.00E-06,5.154623179
ENSG00000176868,AL358781.1,NA,pseudogene,chr9:134374796-134375537,1.520526661,4.03E-07,9.33E-07,5.169707612
ENSG00000107537,PHYH,5264,protein_coding,chr10:13319796-13344412,1.096342842,1.11E-07,2.69E-07,5.424725991
ENSG00000233757,AC092835.2,NA,lincRNA,chr2:95873283-95881351,-1.425744679,3.96E-07,9.19E-07,-5.172994419
ENSG00000270996,RP11-342K6.4,NA,lincRNA,chr2:75946246-75947144,1.439058718,3.89E-07,9.03E-07,5.176686847
ENSG00000198856,OSTC,58505,protein_coding,chr4:109571740-109588976,-1.089869138,1.23E-07,2.97E-07,-5.405040112
ENSG00000159199,ATP5G1,516,protein_coding,chr17:46970127-46973233,-1.118856377,1.13E-07,2.73E-07,-5.421779156
ENSG00000177272,KCNA3,3738,protein_coding,chr1:111214310-111217655,1.664066346,4.43E-07,1.02E-06,5.150544172
ENSG00000247982,LINC00926,283663,lincRNA,chr15:57592563-57599959,-1.239372022,2.91E-07,6.83E-07,-5.235065814
ENSG00000089041,P2RX7,5027,protein_coding,chr12:121570622-121623876,1.313831481,2.93E-07,6.88E-07,5.23340825
ENSG00000225648,SBDSP1,155370,pseudogene,chr7:72300004-72307909,1.117918147,1.28E-07,3.10E-07,5.396474887
ENSG00000188707,ZBED6CL,113763,protein_coding,chr7:150026938-150029808,1.302772099,2.93E-07,6.88E-07,5.233280784
ENSG00000133063,CHIT1,1118,protein_coding,chr1:203181955-203242769,2.788694443,4.24E-07,9.79E-07,5.159293867
ENSG00000106305,AIMP2,7965,protein_coding,chr7:6048876-6063465,-1.105614765,1.27E-07,3.06E-07,-5.398882807
ENSG00000214046,SMIM7,79086,protein_coding,chr19:16741562-16771253,1.093497525,1.26E-07,3.05E-07,5.399417748
